Genre;Bibl;ContextBefore;Hit;ContextAfter;wh-Phrase;Sluice?;If no sluice: What is it then?;If sluice: embedding predicate;Number of embedding verb chunk;Merger/Sprouting;Negation;sentence length;POStagged hit;POStagged context_before;POStag wh-phrase;last verbal element before wh-phrase;embedding verb = last verbal element?;prediction
Gebrauchsliteratur;Giesder, Gabriele: Gutes Benehmen, Düsseldorf: Econ-Taschenbuch-Verl. 1991 [1986], S. 194;Zu leicht kann man den Schenkenden verletzen.;Wenn man schon ein Geschenk ablehnt, sollte man dem Schenkenden auch erklären, warum.;Aber, keine Angst, diese Situation kommt im Leben nur selten vor, denn:;warum;y;;erklären;-1;s;n;13;[['Wenn', 'KOUS', 'wenn'], ['man', 'PIS', 'man'], ['schon', 'ADV', 'schon'], ['ein', 'ART', 'eine'], ['Geschenk', 'NN', 'Geschenk'], ['ablehnt', 'VVFIN', 'ablehnen'], [',', '$,', ','], ['sollte', 'VMFIN', 'sollen'], ['man', 'PIS', 'man'], ['dem', 'ART', 'die'], ['Schenkenden', 'NN', 'Schenkende'], ['auch', 'ADV', 'auch'], ['erklären', 'VVINF', 'erklären'], [',', '$,', ','], ['warum', 'PWAV', 'warum'], ['.', '$.', '.']];[['Zu', 'PTKA', 'zu'], ['leicht', 'ADJD', 'leicht'], ['kann', 'VMFIN', 'können'], ['man', 'PIS', 'man'], ['den', 'ART', 'die'], ['Schenkenden', 'NN', 'Schenkende'], ['verletzen', 'VVINF', 'verletzen'], ['.', '$.', '.']];PWAV;erklären;y;
Zeitung;Der Spiegel, 25.04.1988;Die finstere Lage des Alabama zwischen Sozialbrachland und Industriepark erwies sich als Vorteil.;Wer hier raus kam, der wußte, warum.;Wegen Tina Turner zum Beispiel, die hier ihr Comeback einröhrte.;warum;y;;wissen;-1;s;n;7;[['Wer', 'PWS', 'wer'], ['hier', 'ADV', 'hier'], ['raus', 'ADV', 'raus'], ['kam', 'VVFIN', 'kommen'], [',', '$,', ','], ['der', 'PDS', 'die'], ['wußte', 'VVFIN', 'wissen'], [',', '$,', ','], ['warum', 'PWAV', 'warum'], ['.', '$.', '.']];[['Die', 'ART', 'die'], ['finstere', 'ADJA', 'finster'], ['Lage', 'NN', 'Lage'], ['des', 'ART', 'die'], ['Alabama', 'NN', '<unknown>'], ['zwischen', 'APPR', 'zwischen'], ['Sozialbrachland', 'NN', '<unknown>'], ['und', 'KON', 'und'], ['Industriepark', 'NN', 'Industriepark'], ['erwies', 'VVFIN', 'erweisen'], ['sich', 'PRF', 'sich'], ['als', 'KOKOM', 'als'], ['Vorteil', 'NN', 'Vorteil'], ['.', '$.', '.']];PWAV;wissen;y;
Zeitung;Der Spiegel, 09.10.1989;Tagsüber sitzt er in der zugigen Holzbude auf dem Fuhrhof eines VEB, läßt sich Zettel reichen, weist den Weg.;"Das nennt man in der DDR ""dispatchen"", nur Honni weiß warum.";"""Macht ja nix"", tröstet sein Tresen-Nachbar abends den besorgten Dispatcher, ""denn biste halt Pförtner.""";warum;y;;wissen;-1;s;n;11;"[['Das', 'PDS', 'die'], ['nennt', 'VVFIN', 'nennen'], ['man', 'PIS', 'man'], ['in', 'APPR', 'in'], ['der', 'ART', 'die'], ['DDR', 'NE', 'DDR'], ['""', '$(', '""'], ['dispatchen', 'NE', '<unknown>'], ['""', '$(', '""'], [',', '$,', ','], ['nur', 'ADV', 'nur'], ['Honni', 'NE', 'Honni'], ['weiß', 'PTKVZ', 'weiß'], ['warum', 'PWAV', 'warum'], ['.', '$.', '.']]";[['Tagsüber', 'ADV', 'tagsüber'], ['sitzt', 'VVFIN', 'sitzen'], ['er', 'PPER', 'er'], ['in', 'APPR', 'in'], ['der', 'ART', 'die'], ['zugigen', 'ADJA', 'zugig'], ['Holzbude', 'NN', 'Holzbude'], ['auf', 'APPR', 'auf'], ['dem', 'ART', 'die'], ['Fuhrhof', 'NN', 'Fuhrhof'], ['eines', 'ART', 'eine'], ['VEB', 'NE', 'VEB'], [',', '$,', ','], ['läßt', 'VVFIN', 'lassen'], ['sich', 'PRF', 'sich'], ['Zettel', 'NN', 'Zettel'], ['reichen', 'VVINF', 'reichen'], [',', '$,', ','], ['weist', 'VVFIN', 'weisen'], ['den', 'ART', 'die'], ['Weg', 'NN', 'Weg'], ['.', '$.', '.']];PWAV;nennen;n;
Gebrauchsliteratur;Brandt, Willy: Erinnerungen, Berlin: Ullstein 1997 [1989], S. 365;Besonders gern, weil nuancenreich, und ergiebig, erinnere ich mich der Gespräche mit dem Außenminister Takeo Miki, der kurze Zeit auch Regierungschef war und ein angenehmer Partner übers Offizielle hinaus.;Er erkundigte sich nach meinen Erfahrungen mit der Großen Koalition und ließ durchblicken, warum.;Sein Anlauf, Japan politisch zu modernisieren, blieb stecken.;warum;y;;durchblicken;-1;s;n;14;[['Er', 'PPER', 'er'], ['erkundigte', 'VVFIN', 'erkundigen'], ['sich', 'PRF', 'sich'], ['nach', 'APPR', 'nach'], ['meinen', 'PPOSAT', 'mein'], ['Erfahrungen', 'NN', 'Erfahrung'], ['mit', 'APPR', 'mit'], ['der', 'ART', 'die'], ['Großen', 'ADJA', 'groß'], ['Koalition', 'NN', 'Koalition'], ['und', 'KON', 'und'], ['ließ', 'VVFIN', 'lassen'], ['durchblicken', 'VVINF', 'durchblicken'], [',', '$,', ','], ['warum', 'PWAV', 'warum'], ['.', '$.', '.']];[['Besonders', 'ADV', 'besonders'], ['gern', 'ADV', 'gern'], [',', '$,', ','], ['weil', 'KOUS', 'weil'], ['nuancenreich', 'ADJD', 'nuancenreich'], [',', '$,', ','], ['und', 'KON', 'und'], ['ergiebig', 'ADJD', 'ergiebig'], [',', '$,', ','], ['erinnere', 'VVFIN', 'erinnern'], ['ich', 'PPER', 'ich'], ['mich', 'PRF', 'ich'], ['der', 'ART', 'die'], ['Gespräche', 'NN', 'Gespräch'], ['mit', 'APPR', 'mit'], ['dem', 'ART', 'die'], ['Außenminister', 'NN', 'Außenminister'], ['Takeo', 'NE', '<unknown>'], ['Miki', 'NE', '<unknown>'], [',', '$,', ','], ['der', 'ART', 'die'], ['kurze', 'ADJA', 'kurz'], ['Zeit', 'NN', 'Zeit'], ['auch', 'ADV', 'auch'], ['Regierungschef', 'NN', 'Regierungschef'], ['war', 'VAFIN', 'sein'], ['und', 'KON', 'und'], ['ein', 'ART', 'eine'], ['angenehmer', 'ADJA', 'angenehm'], ['Partner', 'NN', 'Partner'], ['übers', 'APPRART', 'übers'], ['Offizielle', 'NN', 'Offizielle'], ['hinaus', 'PTKVZ', 'hinaus'], ['.', '$.', '.']];PWAV;durchblicken;y;
Belletristik;Biller, Maxim: Harlem Holocaust. In: ders., Wenn ich einmal reich und tot bin, Köln: Kiepenheuer & Witsch 1990, S. 98;Ihr seid verbohrt, ihr grübelt.;Ihr sterbt, und ihr wollt wissen warum.;Ihr glaubt nicht einmal an die Bücher, die in eueren Regalen stehen. «;warum;y;;wissen;-1;s;n;7;[['Ihr', 'PPER', 'sie'], ['sterbt', 'VVFIN', 'sterben'], [',', '$,', ','], ['und', 'KON', 'und'], ['ihr', 'PPER', 'ihr'], ['wollt', 'VMFIN', 'wollen'], ['wissen', 'VVINF', 'wissen'], ['warum', 'PWAV', 'warum'], ['.', '$.', '.']];[['Ihr', 'PPER', 'sie'], ['seid', 'VAFIN', 'sein'], ['verbohrt', 'VVPP', 'verbohren'], [',', '$,', ','], ['ihr', 'PPER', 'ihr'], ['grübelt', 'VVFIN', 'grübeln'], ['.', '$.', '.']];PWAV;wissen;y;
Belletristik;Biller, Maxim: Harlem Holocaust. In: ders., Wenn ich einmal reich und tot bin, Köln: Kiepenheuer & Witsch 1990, S. 99;Eve, die damals noch nichts gegen meine historische Sozialisation hatte, war mit von der Partie, weil der Verleger seinem Gast das Gefühl geben wollte, er sei nicht allein.;Er bat mich, »meine Jüdin mitzunehmen«, und so nahm ich sie also mit, sie war ein Gewinn für uns an diesem Abend, sie labte mit ihren orientalischen Blicken und Bewegungen den Schriftsteller, sie unterhielt sich höflich mit dem Verleger, verwies im Gespräch zwanglos auf ihre Herkunft, in einem frischen, unaufdringlichen Tonfall - doch leider war das Zwinkern, mit dem Warszawski Eve nun bedachte, während er gleichzeitig seine Bleiarme auf uns deutsche Idioten sinken ließ, kein lüsternes Zwinkern, er machte sie nicht an, und er gab ihr keine geilen Zeichen, wie es sonst bei Frauen seine Art war, und es ist natürlich klar warum.;Für diesen einen kurzen Moment waren die beiden, die einander erst seit weniger als einer halben Stunde kannten, unter sich, in einer Welt, zu der wir andern Menschen keinen Zutritt haben.;warum;y;;klar sein;-1;s;n;103;[['Er', 'PPER', 'er'], ['bat', 'VVFIN', 'bitten'], ['mich', 'PRF', 'ich'], [',', '$,', ','], ['»', 'NN', '<unknown>'], ['meine', 'PPOSAT', 'mein'], ['Jüdin', 'NN', 'Jüdin'], ['mitzunehmen', 'VVIZU', 'mitnehmen'], ['«', 'ADJD', '<unknown>'], [',', '$,', ','], ['und', 'KON', 'und'], ['so', 'ADV', 'so'], ['nahm', 'VVFIN', 'nehmen'], ['ich', 'PPER', 'ich'], ['sie', 'PPER', 'sie'], ['also', 'ADV', 'also'], ['mit', 'PTKVZ', 'mit'], [',', '$,', ','], ['sie', 'PPER', 'sie'], ['war', 'VAFIN', 'sein'], ['ein', 'ART', 'eine'], ['Gewinn', 'NN', 'Gewinn'], ['für', 'APPR', 'für'], ['uns', 'PPER', 'wir'], ['an', 'APPR', 'an'], ['diesem', 'PDAT', 'dies'], ['Abend', 'NN', 'Abend'], [',', '$,', ','], ['sie', 'PPER', 'sie'], ['labte', 'VVFIN', 'laben'], ['mit', 'APPR', 'mit'], ['ihren', 'PPOSAT', 'ihr'], ['orientalischen', 'ADJA', 'orientalisch'], ['Blicken', 'NN', 'Blick|Blicken'], ['und', 'KON', 'und'], ['Bewegungen', 'NN', 'Bewegung'], ['den', 'ART', 'die'], ['Schriftsteller', 'NN', 'Schriftsteller'], [',', '$,', ','], ['sie', 'PPER', 'sie'], ['unterhielt', 'VVFIN', 'unterhalten'], ['sich', 'PRF', 'sich'], ['höflich', 'ADJD', 'höflich'], ['mit', 'APPR', 'mit'], ['dem', 'ART', 'die'], ['Verleger', 'NN', 'Verleger'], [',', '$,', ','], ['verwies', 'VVFIN', 'verweisen'], ['im', 'APPRART', 'in'], ['Gespräch', 'NN', 'Gespräch'], ['zwanglos', 'ADJD', 'zwanglos'], ['auf', 'APPR', 'auf'], ['ihre', 'PPOSAT', 'ihr'], ['Herkunft', 'NN', 'Herkunft'], [',', '$,', ','], ['in', 'APPR', 'in'], ['einem', 'ART', 'eine'], ['frischen', 'ADJA', 'frisch'], [',', '$,', ','], ['unaufdringlichen', 'ADJA', 'unaufdringlich'], ['Tonfall', 'NN', 'Tonfall'], ['-', '$(', '-'], ['doch', 'ADV', 'doch'], ['leider', 'ADV', 'leider'], ['war', 'VAFIN', 'sein'], ['das', 'ART', 'die'], ['Zwinkern', 'NN', 'Zwinkern'], [',', '$,', ','], ['mit', 'APPR', 'mit'], ['dem', 'ART', 'die'], ['Warszawski', 'NE', '<unknown>'], ['Eve', 'NE', 'Eve'], ['nun', 'ADV', 'nun'], ['bedachte', 'VVFIN', 'bedachen|bedenken'], [',', '$,', ','], ['während', 'KOUS', 'während'], ['er', 'PPER', 'er'], ['gleichzeitig', 'ADJD', 'gleichzeitig'], ['seine', 'PPOSAT', 'sein'], ['Bleiarme', 'NN', '<unknown>'], ['auf', 'APPR', 'auf'], ['uns', 'PPER', 'wir'], ['deutsche', 'ADJA', 'deutsch'], ['Idioten', 'NN', 'Idiot'], ['sinken', 'VVINF', 'sinken'], ['ließ', 'VVFIN', 'lassen'], [',', '$,', ','], ['kein', 'PIAT', 'keine'], ['lüsternes', 'ADJA', 'lüstern'], ['Zwinkern', 'NN', 'Zwinkern'], [',', '$,', ','], ['er', 'PPER', 'er'], ['machte', 'VVFIN', 'machen'], ['sie', 'PPER', 'sie'], ['nicht', 'PTKNEG', 'nicht'], ['an', 'PTKVZ', 'an'], [',', '$,', ','], ['und', 'KON', 'und'], ['er', 'PPER', 'er'], ['gab', 'VVFIN', 'geben'], ['ihr', 'PPER', 'ihr'], ['keine', 'PIAT', 'keine'], ['geilen', 'ADJA', 'geil'], ['Zeichen', 'NN', 'Zeichen'], [',', '$,', ','], ['wie', 'KOUS', 'wie'], ['es', 'PPER', 'es'], ['sonst', 'ADV', 'sonst'], ['bei', 'APPR', 'bei'], ['Frauen', 'NN', 'Frau'], ['seine', 'PPOSAT', 'sein'], ['Art', 'NN', 'Art'], ['war', 'VAFIN', 'sein'], [',', '$,', ','], ['und', 'KON', 'und'], ['es', 'PPER', 'es'], ['ist', 'VAFIN', 'sein'], ['natürlich', 'ADV', 'natürlich'], ['klar', 'ADJD', 'klar'], ['warum', 'PWAV', 'warum'], ['.', '$.', '.']];[['Eve', 'NE', 'Eve'], [',', '$,', ','], ['die', 'PRELS', 'die'], ['damals', 'ADV', 'damals'], ['noch', 'ADV', 'noch'], ['nichts', 'PIS', 'nichts'], ['gegen', 'APPR', 'gegen'], ['meine', 'PPOSAT', 'mein'], ['historische', 'ADJA', 'historisch'], ['Sozialisation', 'NN', 'Sozialisation'], ['hatte', 'VAFIN', 'haben'], [',', '$,', ','], ['war', 'VAFIN', 'sein'], ['mit', 'APPR', 'mit'], ['von', 'APPR', 'von'], ['der', 'ART', 'die'], ['Partie', 'NN', 'Partie'], [',', '$,', ','], ['weil', 'KOUS', 'weil'], ['der', 'ART', 'die'], ['Verleger', 'NN', 'Verleger'], ['seinem', 'PPOSAT', 'sein'], ['Gast', 'NN', 'Gast'], ['das', 'ART', 'die'], ['Gefühl', 'NN', 'Gefühl'], ['geben', 'VVINF', 'geben'], ['wollte', 'VMFIN', 'wollen'], [',', '$,', ','], ['er', 'PPER', 'er'], ['sei', 'VAFIN', 'sein'], ['nicht', 'PTKNEG', 'nicht'], ['allein', 'ADV', 'allein'], ['.', '$.', '.']];PWAV;sein;y;
Belletristik;Brussig, Thomas: Wasserfarben, Berlin: Aufbau-Taschenbuch-Verl. 2001 [1991], S. 178;»Findest du vielleicht...«;»... und ich sage dir gleich, warum.;Aber sag doch mal, wie bist du an die Frage rangegangen? «;warum;y;;sagen;-1;s;n;7;[['»', 'NN', '<unknown>'], ['...', '$.', '...'], ['und', 'KON', 'und'], ['ich', 'PPER', 'ich'], ['sage', 'VVFIN', 'sagen'], ['dir', 'PRF', 'du'], ['gleich', 'ADJD', 'gleich'], [',', '$,', ','], ['warum', 'PWAV', 'warum'], ['.', '$.', '.']];[['»', 'ADJD', '<unknown>'], ['Findest', 'VVFIN', 'finden'], ['du', 'PPER', 'du'], ['vielleicht', 'ADV', 'vielleicht'], ['...', '$.', '...'], ['«', 'NN', '<unknown>']];PWAV;sagen;y;
Wissenschaft;Busch, Werner: Das sentimentalische Bild, München: Beck 1993, S. 298;"Jede klassische Künstleranekdote hat einen wahren kunsttheoretischen Kern, man darf sie nur nicht wörtlich nehmen, sondern hat sie als eine rhetorische Einkleidung eines theoretischen Gedankens zu lesen; außerdem sagen die Quellen unmißverständlich aus, daß die Zeitgenossen Crespis Sakramentenserie als komisch angesehen haben.";Es dürfte deutlich sein, warum.;Selbst wenn die Klingelbeutelszene nicht dargestellt ist, so ist doch die Hauptszene der Eheschließung links und rechts je durch eine Zweiergruppe kommentiert, die, und das ist entscheidend, nicht wie im klassischen Historienbild im Dienste der Hauptszene steht, ihren Sinn unterstreicht, vertieft oder auch erweitert, sondern gegen die Hauptszene gestellt ist, sie entwertet und damit in Frage stellt.;warum;y;;deutlich sein;-1;s;n;5;[['Es', 'PPER', 'es'], ['dürfte', 'VMFIN', 'dürfen'], ['deutlich', 'ADJD', 'deutlich'], ['sein', 'VAINF', 'sein'], [',', '$,', ','], ['warum', 'PWAV', 'warum'], ['.', '$.', '.']];"[['Jede', 'PIAT', 'jede'], ['klassische', 'ADJA', 'klassisch'], ['Künstleranekdote', 'NN', '<unknown>'], ['hat', 'VAFIN', 'haben'], ['einen', 'ART', 'eine'], ['wahren', 'ADJA', 'wahr'], ['kunsttheoretischen', 'ADJA', 'kunsttheoretisch'], ['Kern', 'NN', 'Kern'], [',', '$,', ','], ['man', 'PIS', 'man'], ['darf', 'VMFIN', 'dürfen'], ['sie', 'PPER', 'sie'], ['nur', 'ADV', 'nur'], ['nicht', 'PTKNEG', 'nicht'], ['wörtlich', 'ADJD', 'wörtlich'], ['nehmen', 'VVINF', 'nehmen'], [',', '$,', ','], ['sondern', 'KON', 'sondern'], ['hat', 'VAFIN', 'haben'], ['sie', 'PPER', 'sie'], ['als', 'KOKOM', 'als'], ['eine', 'ART', 'eine'], ['rhetorische', 'ADJA', 'rhetorisch'], ['Einkleidung', 'NN', 'Einkleidung'], ['eines', 'ART', 'eine'], ['theoretischen', 'ADJA', 'theoretisch'], ['Gedankens', 'NN', 'Gedanke'], ['zu', 'PTKZU', 'zu'], ['lesen', 'VVINF', 'lesen'], [';', '$.', ';'], ['außerdem', 'ADV', 'außerdem'], ['sagen', 'VVFIN', 'sagen'], ['die', 'ART', 'die'], ['Quellen', 'NN', 'Quelle'], ['unmißverständlich', 'ADJD', 'unmissverständlich'], ['aus', 'PTKVZ', 'aus'], [',', '$,', ','], ['daß', 'KOUS', 'dass'], ['die', 'ART', 'die'], ['Zeitgenossen', 'NN', 'Zeitgenosse'], ['Crespis', 'NE', '<unknown>'], ['Sakramentenserie', 'NN', '<unknown>'], ['als', 'KOKOM', 'als'], ['komisch', 'ADJD', 'komisch'], ['angesehen', 'VVPP', 'ansehen'], ['haben', 'VAFIN', 'haben'], ['.', '$.', '.']]";PWAV;dürfen;n;
Zeitung;Die Zeit, 01.11.1996, Nr. 45;Auch wenn John Faust auf Zimmer 202 am Ende zur Hölle fährt.;Weiß der Teufel, warum.;"(""Imperial Motel - Faust"" in der ABB-Halle in Zürich-Oerlikon noch bis zum 16. November)";warum;n;frozen expression;;;;n;4;[['Weiß', 'VVFIN', 'wissen'], ['der', 'ART', 'die'], ['Teufel', 'NN', 'Teufel'], [',', '$,', ','], ['warum', 'PWAV', 'warum'], ['.', '$.', '.']];[['Auch', 'ADV', 'auch'], ['wenn', 'KOUS', 'wenn'], ['John', 'NE', 'John'], ['Faust', 'NE', 'Faust'], ['auf', 'APPR', 'auf'], ['Zimmer', 'NN', 'Zimmer'], ['202', 'CARD', '@card@'], ['am', 'APPRART', 'an'], ['Ende', 'NN', 'Ende'], ['zur', 'APPRART', 'zu'], ['Hölle', 'NN', 'Hölle'], ['fährt', 'VVFIN', 'fahren'], ['.', '$.', '.']];PWAV;wissen;NA;
Belletristik;Jentzsch, Kerstin: Ankunft der Pandora, München: Heyne 1997 [1996], S. 441;Das Wort Vati lag mir auf den Lippen und erstarb.;Ich war zu gut erzogen, um zu fragen, warum.;Es war eben so.;warum;y;;fragen;-1;s;n;9;[['Ich', 'PPER', 'ich'], ['war', 'VAFIN', 'sein'], ['zu', 'PTKA', 'zu'], ['gut', 'ADJD', 'gut'], ['erzogen', 'VVPP', 'erziehen'], [',', '$,', ','], ['um', 'KOUI', 'um'], ['zu', 'PTKZU', 'zu'], ['fragen', 'VVINF', 'fragen'], [',', '$,', ','], ['warum', 'PWAV', 'warum'], ['.', '$.', '.']];[['Das', 'ART', 'die'], ['Wort', 'NN', 'Wort'], ['Vati', 'NN', 'Vati'], ['lag', 'VVFIN', 'liegen'], ['mir', 'PPER', 'ich'], ['auf', 'APPR', 'auf'], ['den', 'ART', 'die'], ['Lippen', 'NN', 'Lippe'], ['und', 'KON', 'und'], ['erstarb', 'VVFIN', 'ersterben'], ['.', '$.', '.']];PWAV;fragen;y;
Zeitung;Die Zeit, 25.04.1997, Nr. 18;Irgendwo im Voralpenland liegt Arwlfing, ein Dorf wie viele andere.;Als das jungvermählte Paar gestern nachmittag winkend hinter dem Panzerglas der Paßkontrolle am Münchner Flughafen verschwand, wäre mir fast das Wasser in die Augen gestiegen, und ich weiß gar nicht recht, warum.;Alfons Diringer, der Nachbarsbua, der Jungbauer vom Hof uns gegenüber, hat die Knoll Marlies aus Brunndorf bei Palling geheiratet.;warum;y;;wissen;-1;s;y, nicht;32;[['Als', 'KOUS', 'als'], ['das', 'ART', 'die'], ['jungvermählte', 'ADJA', 'jungvermählt'], ['Paar', 'NN', 'Paar'], ['gestern', 'ADV', 'gestern'], ['nachmittag', 'ADV', 'nachmittag'], ['winkend', 'ADJD', 'winkend'], ['hinter', 'APPR', 'hinter'], ['dem', 'ART', 'die'], ['Panzerglas', 'NN', 'Panzerglas'], ['der', 'ART', 'die'], ['Paßkontrolle', 'NN', 'Passkontrolle'], ['am', 'APPRART', 'an'], ['Münchner', 'ADJA', 'Münchner'], ['Flughafen', 'NN', 'Flughafen'], ['verschwand', 'VVFIN', 'verschwinden'], [',', '$,', ','], ['wäre', 'VAFIN', 'sein'], ['mir', 'PPER', 'ich'], ['fast', 'ADV', 'fast'], ['das', 'ART', 'die'], ['Wasser', 'NN', 'Wasser'], ['in', 'APPR', 'in'], ['die', 'ART', 'die'], ['Augen', 'NN', 'Auge'], ['gestiegen', 'VVPP', 'steigen'], [',', '$,', ','], ['und', 'KON', 'und'], ['ich', 'PPER', 'ich'], ['weiß', 'VVFIN', 'wissen'], ['gar', 'ADV', 'gar'], ['nicht', 'PTKNEG', 'nicht'], ['recht', 'ADJD', 'recht'], [',', '$,', ','], ['warum', 'PWAV', 'warum'], ['.', '$.', '.']];[['Irgendwo', 'ADV', 'irgendwo'], ['im', 'APPRART', 'in'], ['Voralpenland', 'NN', 'Voralpenland'], ['liegt', 'VVFIN', 'liegen'], ['Arwlfing', 'NE', '<unknown>'], [',', '$,', ','], ['ein', 'ART', 'eine'], ['Dorf', 'NN', 'Dorf'], ['wie', 'KOKOM', 'wie'], ['viele', 'PIAT', 'viele'], ['andere', 'PIS', 'andere'], ['.', '$.', '.']];PWAV;wissen;y;
Zeitung;Archiv der Gegenwart, 2001 [1997];Aber an nahezu allen Maßstäben gemessen ist das Leben für die Menschen in Bosnien heute besser als vor zwei Jahren.;Betrachten Sie die Situation mit den Augen eines bosnischen Kindes, und Sie wissen, warum.;Stellen Sie sich einen Moment lang vor, wie es ist, ein 15jähriges Mädchen in einer bosnischen Stadt zu sein.;warum;y;;wissen;-1;s;n;14;[['Betrachten', 'VVFIN', 'betrachten'], ['Sie', 'PPER', 'Sie'], ['die', 'ART', 'die'], ['Situation', 'NN', 'Situation'], ['mit', 'APPR', 'mit'], ['den', 'ART', 'die'], ['Augen', 'NN', 'Auge'], ['eines', 'ART', 'eine'], ['bosnischen', 'ADJA', 'bosnisch'], ['Kindes', 'NN', 'Kind'], [',', '$,', ','], ['und', 'KON', 'und'], ['Sie', 'PPER', 'Sie'], ['wissen', 'VVFIN', 'wissen'], [',', '$,', ','], ['warum', 'PWAV', 'warum'], ['.', '$.', '.']];[['Aber', 'KON', 'aber'], ['an', 'APPR', 'an'], ['nahezu', 'ADV', 'nahezu'], ['allen', 'PIAT', 'alle'], ['Maßstäben', 'NN', 'Maßstab'], ['gemessen', 'VVPP', 'messen'], ['ist', 'VAFIN', 'sein'], ['das', 'ART', 'die'], ['Leben', 'NN', 'Leben'], ['für', 'APPR', 'für'], ['die', 'ART', 'die'], ['Menschen', 'NN', 'Mensch'], ['in', 'APPR', 'in'], ['Bosnien', 'NE', 'Bosnien'], ['heute', 'ADV', 'heute'], ['besser', 'ADJD', 'gut'], ['als', 'KOKOM', 'als'], ['vor', 'APPR', 'vor'], ['zwei', 'CARD', 'zwei'], ['Jahren', 'NN', 'Jahr'], ['.', '$.', '.']];PWAV;wissen;y;
Zeitung;Die Zeit, 26.12.1997, Nr. 1;Übriggeblieben ist ein belangloses Dudelprogramm.;Dank einer Indiskretion wissen wir jetzt auch, warum.;In einem Vademekum für den Dienstgebrauch, einem kleinen ABC für Radiomacher, haben die Senderchefs Format und Niveau festgeschrieben.;warum;y;;wissen;-1;s;n;8;[['Dank', 'APPR', 'dank'], ['einer', 'ART', 'eine'], ['Indiskretion', 'NN', 'Indiskretion'], ['wissen', 'VVFIN', 'wissen'], ['wir', 'PPER', 'wir'], ['jetzt', 'ADV', 'jetzt'], ['auch', 'ADV', 'auch'], [',', '$,', ','], ['warum', 'PWAV', 'warum'], ['.', '$.', '.']];[['Übriggeblieben', 'VVPP', 'übrigbleiben'], ['ist', 'VAFIN', 'sein'], ['ein', 'ART', 'eine'], ['belangloses', 'ADJA', 'belanglos'], ['Dudelprogramm', 'NN', '<unknown>'], ['.', '$.', '.']];PWAV;wissen;y;
Belletristik;Walser, Martin: Ein springender Brunnen, Frankfurt a. M.: Suhrkamp 1998, S. 370;Da Johann nicht noch einmal am Hauptlehrer Heller vorbeigehen wollte, sagte er, er würde gern durchs Moos heimgehen.;Und er sagte dazu, warum.;Der arme Mann, sagte Frau Brugger, acht Sonntage so sitzen, aber verdient hat er es schon.;warum;y;;sagen;-1;s;n;5;[['Und', 'KON', 'und'], ['er', 'PPER', 'er'], ['sagte', 'VVFIN', 'sagen'], ['dazu', 'PAV', 'dazu'], [',', '$,', ','], ['warum', 'PWAV', 'warum'], ['.', '$.', '.']];[['Da', 'KOUS', 'da'], ['Johann', 'NE', 'Johann'], ['nicht', 'PTKNEG', 'nicht'], ['noch', 'ADV', 'noch'], ['einmal', 'ADV', 'einmal'], ['am', 'APPRART', 'an'], ['Hauptlehrer', 'NN', 'Hauptlehrer'], ['Heller', 'NE', 'Heller'], ['vorbeigehen', 'VVINF', 'vorbeigehen'], ['wollte', 'VMFIN', 'wollen'], [',', '$,', ','], ['sagte', 'VVFIN', 'sagen'], ['er', 'PPER', 'er'], [',', '$,', ','], ['er', 'PPER', 'er'], ['würde', 'VAFIN', 'werden'], ['gern', 'ADV', 'gern'], ['durchs', 'APPRART', 'durchs'], ['Moos', 'NN', 'Moos'], ['heimgehen', 'VVINF', 'heimgehen'], ['.', '$.', '.']];PWAV;sagen;y;
Gebrauchsliteratur;Kellner, Hedwig: Das geheime Wissen der Personalchefs, Frankfurt a. M.: Eichborn 1998, S. 151;2. Entscheidungswütige ManagerHeute hü und morgen hot.;Sie können sich von einem Tag zum nächsten nicht erinnern, was sie entschieden haben und warum.;Macht aber auch nichts, ihnen kommt ohnehin jeden Moment ein neuer Einfall, den man ganz einfach mal ausprobieren sollte.;warum;y;;erinnern;-2;s;y, nicht;16;[['Sie', 'PPER', 'Sie'], ['können', 'VMFIN', 'können'], ['sich', 'PRF', 'sich'], ['von', 'APPR', 'von'], ['einem', 'ART', 'eine'], ['Tag', 'NN', 'Tag'], ['zum', 'APPRART', 'zu'], ['nächsten', 'ADJA', 'nah'], ['nicht', 'PTKNEG', 'nicht'], ['erinnern', 'VVINF', 'erinnern'], [',', '$,', ','], ['was', 'PWS', 'was'], ['sie', 'PPER', 'sie'], ['entschieden', 'VVPP', 'entscheiden'], ['haben', 'VAFIN', 'haben'], ['und', 'KON', 'und'], ['warum', 'PWAV', 'warum'], ['.', '$.', '.']];[['2', 'CARD', '2'], ['.', '$.', '.'], ['Entscheidungswütige', 'ADJA', '<unknown>'], ['ManagerHeute', 'NN', '<unknown>'], ['hü', 'NE', '<unknown>'], ['und', 'KON', 'und'], ['morgen', 'ADV', 'morgen'], ['hot', 'NN', '<unknown>'], ['.', '$.', '.']];PWAV;haben;n;
